"","control","university","r_status","state","female","first_gen","poverty_rate","veteran","unemp_rate","white","black","hispanic","asian","indigenous","nhpi","nra","unknown","year"
"969",1,"University of Colorado Colorado Springs","R2","CO",0.5588865096,0.3134053805,8.77007873025984,0.0074946467,3.53582677688976,0.6542,0.0389,0.1708,0.0305,0.004,0.003,0.0097,0.0153,"2016"
"970",1,"University of Connecticut","R1","CT",0.5309655084,0.2664932932,7.62465649889313,0.0020515451,3.29290076428244,0.5984,0.0579,0.0967,0.1065,0.0016,6e-04,0.0617,0.0486,"2016"
"971",1,"University of Central Florida","R1","FL",0.5891445164,0.3526400468,7.62465649889313,0.0054500782,3.29290076428244,0.511,0.114,0.254,0.0594,0.0017,0.0021,0.0133,0.0056,"2016"
"972",1,"Florida Agricultural and Mechanical University","R2","FL",0.6479351803,0.3659409484,8.77007873025984,0.00496156547632653,3.53582677688976,0.0349,0.898,0.0216,0.0054,0.001,1e-04,0.0088,0,"2016"
"973",1,"Florida Atlantic University","R2","FL",0.6122837041,0.3877728309,8.77007873025984,0.0048488306,3.53582677688976,0.4191,0.1993,0.2665,0.0404,0.0023,0.0012,0.027,0.0064,"2016"
"974",1,"University of Delaware","R1","DE",0.585467128,0.170937108,7.62465649889313,0.00372473251787072,3.29290076428244,0.7278,0.0576,0.0784,0.0514,0.001,8e-04,0.0405,0.0112,"2016"
"975",2,"American University","R2","DC",0.6609547124,0.156343443,8.77007873025984,0.00496156547632653,3.53582677688976,0.5864,0.0702,0.1271,0.0651,8e-04,3e-04,0.0713,0.032,"2016"
"976",2,"The Catholic University of America","R2","DC",0.5798319328,0.1012658228,8.77007873025984,0.00496156547632653,3.53582677688976,0.6534,0.0534,0.1289,0.0363,0.0019,6e-04,0.0484,0.0273,"2016"
"977",2,"Gallaudet University","R2","DC",0.5157480315,0.3385650224,8.77007873025984,0.00496156547632653,3.53582677688976,0.5297,0.1556,0.0998,0.0369,0.0063,0.0054,0.071,0.0603,"2016"
"978",2,"George Washington University","R1","DC",0.6346801347,0.1606580329,7.62465649889313,0.00372473251787072,3.29290076428244,0.5407,0.0664,0.0917,0.0993,0.001,0.0011,0.1081,0.0546,"2016"
"979",1,"Montclair State University","R2","NJ",0.6262893414,0.4124472574,8.77007873025984,0.0033060037,3.53582677688976,0.4283,0.119,0.2661,0.0554,6e-04,0.0023,0.0145,0.0867,"2016"
"980",1,"Rutgers University-New Brunswick","R1","NJ",0.5539444444,0.345829486,7.62465649889313,0.0042777778,3.29290076428244,0.4014,0.0753,0.132,0.2586,6e-04,0.0026,0.0812,0.0166,"2016"
"981",1,"CUNY Graduate School and University Center","R1","NY",0.7729468599,0.4395604396,7.62465649889313,0.0157004831,3.29290076428244,0.2303,0.3068,0.3177,0.0978,0.003,0.0012,0.0249,0,"2016"
"982",1,"Temple University","R1","PA",0.550251859,0.2959157015,7.62465649889313,0.0033581195,3.29290076428244,0.5607,0.1264,0.0624,0.1129,0.001,9e-04,0.0647,0.0395,"2016"
"983",2,"Thomas Jefferson University","R2","PA",0.7742857143,0.3297985154,8.77007873025984,0.00496156547632653,3.53582677688976,0.6691,0.0824,0.0043,0.1012,0,0,0.0058,0.1272,"2016"
"984",2,"Brown University","R1","RI",0.5403780069,0.1704035874,7.62465649889313,0.00372473251787072,3.29290076428244,0.434,0.0652,0.1167,0.141,0.0047,0.002,0.1131,0.0609,"2016"
"985",1,"University of South Carolina-Columbia","R1","SC",0.5560063937,0.1953144894,7.62465649889313,0.0019672937,3.29290076428244,0.7698,0.0915,0.0442,0.0277,0.0018,0.0012,0.0166,0.0102,"2016"
"986",1,"South Dakota State University","R2","SD",0.5559574949,0.2019482062,8.77007873025984,0.0031652724,3.53582677688976,0.872,0.0188,0.0216,0.0091,0.0082,8e-04,0.0432,0.0031,"2016"
"987",1,"University of Missouri-Columbia","R1","MO",0.5432424917,0.2005208333,7.62465649889313,0.0016685206,3.29290076428244,0.785,0.0777,0.0375,0.0232,0.002,4e-04,0.0372,0.006,"2016"
"988",2,"Saint Louis University","R2","MO",0.6241106719,0.2236408567,8.77007873025984,0.00496156547632653,3.53582677688976,0.6924,0.0638,0.0506,0.0984,0.0016,1e-04,0.0527,0.0125,"2016"
"989",1,"University of Missouri-St Louis","R2","MO",0.6098868374,0.3779761905,8.77007873025984,0.011614056,3.53582677688976,0.6308,0.1775,0.0297,0.0521,0.0037,0.0021,0.033,0.041,"2016"
"990",1,"The University of Montana","R2","MT",0.5540151713,0.3023255814,8.77007873025984,0.0060162176,3.53582677688976,0.7923,0.0102,0.0483,0.0135,0.0295,0.0027,0.0189,0.0451,"2016"
"991",2,"Dartmouth College","R1","NH",0.5240585774,0.1736263736,7.62465649889313,0.00372473251787072,3.29290076428244,0.4979,0.0693,0.0917,0.1525,0.0232,0.0026,0.0846,0.0267,"2016"
"992",1,"North Carolina State University at Raleigh","R1","NC",0.4999182873,0.1929167376,7.62465649889313,0.0021245302,3.29290076428244,0.7257,0.0597,0.0488,0.0589,0.004,7e-04,0.0438,0.0202,"2016"
"993",2,"Duke University","R1","NC",0.5465505693,0.1345885635,7.62465649889313,0.00372473251787072,3.29290076428244,0.4557,0.0983,0.0816,0.2165,0.0059,8e-04,0.1025,0.022,"2016"
"994",1,"Kennesaw State University","R2","GA",0.4741253897,0.2693773825,8.77007873025984,0.0033252511,3.53582677688976,0.5686,0.2114,0.0909,0.0453,0.0019,9e-04,0.016,0.0216,"2016"
"995",2,"Howard University","R2","DC",0.7177579365,0.2363936229,8.77007873025984,0.00496156547632653,3.53582677688976,0.0132,0.8983,0.0057,0.0123,0.0021,0.0024,0.066,0,"2016"
"996",2,"Georgetown University","R1","DC",0.5899705015,0.1606456572,7.62465649889313,0.00372473251787072,3.29290076428244,0.563,0.063,0.0883,0.0984,3e-04,7e-04,0.1167,0.0239,"2016"
"997",2,"University of Miami","R1","FL",0.5744101633,0.2009592326,7.62465649889313,0.00372473251787072,3.29290076428244,0.4251,0.0786,0.2268,0.0549,0.0011,4e-04,0.1397,0.042,"2016"
"998",1,"Idaho State University","R2","ID",0.5705947749,0.360585723,8.77007873025984,0.0036131184,3.53582677688976,0.6929,0.0116,0.1194,0.0135,0.0126,0.0023,0.0957,0.0207,"2016"
"999",2,"DePaul University","R2","IL",0.550042337,0.3023514164,8.77007873025984,0.0062658764,3.53582677688976,0.538,0.0828,0.1848,0.0858,0.0011,0.0017,0.0358,0.0322,"2016"
"1000",2,"University of Chicago","R1","IL",0.5190615836,0.202435312,7.62465649889313,0.00372473251787072,3.29290076428244,0.4344,0.0534,0.1096,0.1798,0.0017,3e-04,0.1208,0.0554,"2016"
"1001",1,"University of Illinois at Chicago","R1","IL",0.5284502121,0.4439779965,7.62465649889313,0.0034938857,3.29290076428244,0.3222,0.0821,0.3074,0.2224,6e-04,9e-04,0.0269,0.0067,"2016"
"1002",1,"Ball State University","R2","IN",0.5982266556,0.2772175946,8.77007873025984,0.0015239679,3.53582677688976,0.8035,0.0784,0.0437,0.0112,3e-04,0.0011,0.0171,0.0156,"2016"
"1003",1,"Georgia State University","R1","GA",0.6300794494,0.3232381391,7.62465649889313,0.0049592632,3.29290076428244,0.2461,0.4178,0.1033,0.1342,0.0013,5e-04,0.0221,0.0134,"2016"
"1004",1,"University of Georgia","R1","GA",0.5743758213,0.1815059082,7.62465649889313,0.00372473251787072,3.29290076428244,0.7027,0.0762,0.0569,0.1009,8e-04,0.001,0.0168,0.0076,"2016"
"1005",1,"Northern Illinois University","R2","IL",0.534562212,0.3832968636,8.77007873025984,0.0049374589,3.53582677688976,0.562,0.1572,0.1673,0.0505,0.0013,0.001,0.0185,0.0051,"2016"
"1006",1,"Illinois State University","R2","IL",0.5624349636,0.2964350118,8.77007873025984,0.0037721124,3.53582677688976,0.7554,0.0841,0.1013,0.0214,0.0016,9e-04,0.0041,0.0033,"2016"
"1007",2,"University of Notre Dame","R1","IN",0.4604402142,0.1023765996,7.62465649889313,0.00372473251787072,3.29290076428244,0.6919,0.0403,0.1058,0.0505,9e-04,4e-04,0.0581,0.0048,"2016"
"1008",1,"Iowa State University","R1","IA",0.4624236966,0.1991840151,7.62465649889313,0.0018012609,3.29290076428244,0.7455,0.0262,0.0507,0.0311,0.0019,8e-04,0.0683,0.0527,"2016"
"1009",1,"University of California-San Diego","R1","CA",0.5198560768,0.3957082833,7.62465649889313,0.0026652452,3.29290076428244,0.1991,0.0144,0.1668,0.3607,0.001,0.0029,0.192,0.017,"2016"
"1010",1,"San Diego State University","R2","CA",0.5842020419,0.4119461928,8.77007873025984,0.0044062332,3.53582677688976,0.3359,0.0406,0.3134,0.1367,0.0031,0.0025,0.0606,0.0411,"2016"
"1011",2,"University of San Diego","R2","CA",0.5730088496,0.2486231314,8.77007873025984,0.00496156547632653,3.53582677688976,0.5203,0.035,0.1931,0.0735,0.0043,0.0039,0.0849,0.0275,"2016"
"1012",2,"University of Denver","R2","CO",0.6021798365,0.1903064861,8.77007873025984,0.00496156547632653,3.53582677688976,0.694,0.02,0.0974,0.0443,0.0026,5e-04,0.0828,0.023,"2016"
"1013",1,"University of Florida","R1","FL",0.5937902879,0.3076658251,7.62465649889313,0.0020412548,3.29290076428244,0.5586,0.0611,0.2138,0.0816,0.0019,0.0053,0.0176,0.0278,"2016"
"1014",2,"Loyola University Chicago","R2","IL",0.6853006682,0.2768674699,8.77007873025984,0.0035634744,3.53582677688976,0.5616,0.0525,0.1536,0.1217,0.0013,0.0031,0.0491,0.0139,"2016"
"1015",1,"University of New Orleans","R2","LA",0.5788849348,0.406360424,8.77007873025984,0.00496156547632653,3.53582677688976,0.5313,0.1583,0.1231,0.0845,0.0037,5e-04,0.0426,0.0134,"2016"
"1016",1,"University of Minnesota-Twin Cities","R1","MN",0.5593906672,0.1865601991,7.62465649889313,0.001156961,3.29290076428244,0.6908,0.0428,0.0367,0.0926,0.0026,8e-04,0.0897,0.0064,"2016"
"1017",1,"Western Michigan University","R2","MI",0.5443729003,0.2931240658,8.77007873025984,0.0044792833,3.53582677688976,0.7114,0.1257,0.0562,0.018,0.0044,8e-04,0.0394,0.0085,"2016"
"1018",1,"University of Massachusetts-Lowell","R2","MA",0.4343958488,0.3176614881,8.77007873025984,0.0070422535,3.53582677688976,0.6327,0.0605,0.1088,0.0913,0.0015,3e-04,0.0359,0.0397,"2016"
"1019",1,"University of Michigan-Ann Arbor","R1","MI",0.5349348406,0.2057218455,7.62465649889313,0.0017271157,3.29290076428244,0.611,0.0434,0.0519,0.1361,0.0016,3e-04,0.0678,0.0499,"2016"
"1020",1,"Michigan State University","R1","MI",0.5534790109,0.2095218963,7.62465649889313,0.0011500863,3.29290076428244,0.6726,0.07,0.0417,0.05,0.0023,8e-04,0.1247,0.0082,"2016"
"1021",1,"Jackson State University","R2","MS",0.6464781217,0.3197217181,8.77007873025984,0.00496156547632653,3.53582677688976,0.0377,0.917,0.0059,0.0027,0.003,0,0.0216,0,"2016"
"1022",1,"Mississippi State University","R1","MS",0.5395308427,0.248577142,7.62465649889313,0.0017376195,3.29290076428244,0.7221,0.2019,0.0265,0.0125,0.0044,7e-04,0.0126,0.0032,"2016"
"1023",1,"University of Nevada-Reno","R1","NV",0.5637824897,0.3846298032,7.62465649889313,0.0030779754,3.29290076428244,0.5901,0.0338,0.2016,0.0726,0.0075,0.0059,0.0111,0.0145,"2016"
"1024",2,"University of Rochester","R1","NY",0.5490993608,0.1867656153,7.62465649889313,0.00372473251787072,3.29290076428244,0.4678,0.0492,0.0675,0.1091,0.0014,8e-04,0.2082,0.0648,"2016"
"1025",2,"New York University","R1","NY",0.6113892365,0.2148843446,7.62465649889313,0.0017209011,3.29290076428244,0.3239,0.0559,0.1299,0.201,0.0015,0.0016,0.1779,0.0684,"2016"
"1026",2,"Syracuse University","R1","NY",0.5547775017,0.1886792453,7.62465649889313,0.0024847527,3.29290076428244,0.5634,0.0782,0.1009,0.0736,0.0055,5e-04,0.1238,0.0246,"2016"
"1027",1,"SUNY at Albany","R1","NY",0.5287925697,0.3008942662,7.62465649889313,0.0017027864,3.29290076428244,0.4699,0.1714,0.1609,0.0851,0.0017,0.0011,0.0572,0.0223,"2016"
"1028",1,"SUNY College of Environmental Science and Forestry","R2","NY",0.4697802198,0.2042553191,8.77007873025984,0.00496156547632653,3.53582677688976,0.8013,0.0149,0.0533,0.0355,0.0011,0.0011,0.0212,0.047,"2016"
"1029",1,"University of North Carolina at Chapel Hill","R1","NC",0.6196397942,0.1993713516,7.62465649889313,0.00372473251787072,3.29290076428244,0.6294,0.0784,0.0768,0.1029,0.0053,7e-04,0.0249,0.0386,"2016"
"1030",1,"University of North Carolina at Charlotte","R2","NC",0.5223081499,0.2840072549,8.77007873025984,0.0022803887,3.53582677688976,0.5896,0.1627,0.0913,0.0602,0.0031,0.0014,0.0243,0.0257,"2016"
"1031",1,"Arizona State University-Downtown Phoenix","R2","AZ",0.5568306611,0.3813179205,8.77007873025984,0.0065341533,3.53582677688976,0.4989,0.0609,0.2944,0.0518,0.023,0.0018,0.0198,0.0075,"2016"
"1032",1,"University of Akron Main Campus","R2","OH",0.5014330558,0.3636497859,8.77007873025984,0.0045038897,3.53582677688976,0.7462,0.1198,0.0254,0.0239,0.0019,4e-04,0.0234,0.0196,"2016"
"1033",1,"University of North Dakota","R2","ND",0.4770762379,0.191217343,8.77007873025984,0.0028818444,3.53582677688976,0.8119,0.0244,0.0342,0.0174,0.0135,0.0012,0.0493,0.0154,"2016"
"1034",1,"Texas A & M University-College Station","R1","TX",0.5116777884,0.2995074728,7.62465649889313,0.0024626629,3.29290076428244,0.6319,0.0313,0.2258,0.0627,0.0027,0.0012,0.0125,0.0015,"2016"
"1035",1,"The University of Texas at El Paso","R1","TX",0.5511453605,0.4063639794,7.62465649889313,0.0055948485,3.29290076428244,0.0616,0.0247,0.836,0.0085,0.0014,0.0014,0.0524,0.0058,"2016"
"1036",1,"Texas Southern University","R2","TX",0.5913492576,0.3879505924,8.77007873025984,0.0058102001,3.53582677688976,0.0297,0.7815,0.0573,0.0201,0.0091,0.0011,0.0977,0.0035,"2016"
"1037",1,"Virginia Commonwealth University","R1","VA",0.6243783971,0.2760338814,7.62465649889313,0.0020816468,3.29290076428244,0.4827,0.1892,0.0879,0.1291,0.0025,0.0014,0.0348,0.0138,"2016"
"1038",1,"University of Virginia-Main Campus","R1","VA",0.5454545455,0.1580020387,7.62465649889313,0.00372473251787072,3.29290076428244,0.5929,0.065,0.0635,0.1302,0.0011,5e-04,0.0453,0.0571,"2016"
"1039",1,"University of Wisconsin-Milwaukee","R1","WI",0.56415828,0.3304775104,7.62465649889313,0.0068618481,3.29290076428244,0.6666,0.0801,0.1012,0.0671,0.0041,0.001,0.0369,0.0019,"2016"
"1040",1,"Purdue University-Main Campus","R1","IN",0.4732072498,0.1853810686,7.62465649889313,0.0023640662,3.29290076428244,0.6378,0.0294,0.0457,0.0688,0.0014,0.0011,0.1663,0.0261,"2016"
"1041",1,"University of Arizona","R1","AZ",0.5628539071,0.3140729569,7.62465649889313,0.0031361617,3.29290076428244,0.5132,0.0389,0.2576,0.0546,0.0117,0.0027,0.068,0.0081,"2016"
"1042",1,"Northern Arizona University","R2","AZ",0.6385814497,0.3868625756,8.77007873025984,0.0053780203,3.53582677688976,0.5808,0.0333,0.2283,0.0192,0.0256,0.0028,0.0436,0.0097,"2016"
"1043",1,"University of California-Irvine","R1","CA",0.5660897365,0.4398111723,7.62465649889313,0.0013228971,3.29290076428244,0.1433,0.0191,0.2633,0.3601,4e-04,0.0036,0.1625,0.011,"2016"
"1044",2,"Loyola Marymount University","R2","CA",0.5991213619,0.2240373396,8.77007873025984,0.00496156547632653,3.53582677688976,0.4443,0.0632,0.2067,0.109,0.001,0.002,0.097,2e-04,"2016"
"1045",2,"University of Dayton","R2","OH",0.5198164372,0.1024121879,8.77007873025984,0.00496156547632653,3.53582677688976,0.793,0.0278,0.0366,0.0138,8e-04,6e-04,0.0948,0.0122,"2016"
"1046",1,"University of Alabama in Huntsville","R2","AL",0.4763499372,0.3101321586,8.77007873025984,0.00496156547632653,3.53582677688976,0.7148,0.1131,0.0411,0.0414,0.012,0,0.0303,0.0292,"2016"
"1047",1,"University of Alabama at Birmingham","R1","AL",0.6390907397,0.341223671,7.62465649889313,0.0031675051,3.29290076428244,0.5786,0.2626,0.0309,0.0598,0.0028,4e-04,0.0179,0.0083,"2016"
"1048",1,"Indiana University-Purdue University-Indianapolis","R2","IN",0.6069457659,0.3613041701,8.77007873025984,0.0039010466,3.53582677688976,0.7151,0.0978,0.062,0.0371,9e-04,9e-04,0.0393,0.0075,"2015"
"1049",1,"University of Kansas","R1","KS",0.5359853809,0.2261745961,7.62465649889313,0.00534158,3.29290076428244,0.7239,0.0416,0.0721,0.0444,0.0038,4e-04,0.0556,0.0085,"2015"
"1050",2,"Boston College","R1","MA",0.5315478892,0.1245886225,7.62465649889313,0.00372473251787072,3.29290076428244,0.6171,0.0404,0.0968,0.0975,7e-04,2e-04,0.0596,0.0575,"2015"
"1051",1,"Oakland University","R2","MI",0.5990524134,0.3252595156,8.77007873025984,0.0020728457,3.53582677688976,0.7556,0.0764,0.0312,0.0428,0.0033,0.0012,0.0184,0.0409,"2015"
"1052",1,"University of Mississippi","R1","MS",0.6127589805,0.226047671,7.62465649889313,0.0020867491,3.29290076428244,0.7816,0.1362,0.0288,0.016,0.0034,0.001,0.0121,5e-04,"2015"
"1053",1,"Missouri University of Science and Technology","R2","MO",0.2278167561,0.2257365685,8.77007873025984,0.00496156547632653,3.53582677688976,0.7815,0.0351,0.0311,0.0299,0.0037,7e-04,0.0566,0.0348,"2015"
"1054",2,"Washington University in St Louis","R1","MO",0.5411764706,0.0897332255,7.62465649889313,0.00372473251787072,3.29290076428244,0.5454,0.0575,0.0653,0.1859,7e-04,0,0.0791,0.0237,"2015"
"1055",1,"Montana State University","R1","MT",0.4919731762,0.2306061891,7.62465649889313,0.0058931112,3.29290076428244,0.8565,0.0064,0.0365,0.0085,0.0162,0.0017,0.0331,0.01,"2015"
"1056",1,"University of Nebraska at Omaha","R2","NE",0.55,0.3374710709,8.77007873025984,0.0049242424,3.53582677688976,0.6888,0.0606,0.1107,0.0347,0.0031,0.001,0.0355,0.0247,"2015"
"1057",1,"University of Nevada-Las Vegas","R1","NV",0.5863568852,0.4191474161,7.62465649889313,0.0057288351,3.29290076428244,0.352,0.0756,0.265,0.1526,0.0023,0.013,0.0379,0.007,"2015"
"1058",1,"University of Colorado Boulder","R1","CO",0.4747284576,0.1964285714,7.62465649889313,0.0033309196,3.29290076428244,0.7059,0.0164,0.1062,0.0542,0.0028,6e-04,0.0598,0.0079,"2015"
"1059",2,"University of Southern California","R1","CA",0.5395732966,0.2326431181,7.62465649889313,0.0022941042,3.29290076428244,0.4013,0.0421,0.138,0.2156,0.0015,0.0016,0.134,0.0138,"2015"
"1060",2,"Yale University","R1","CT",0.4784217016,0.2299605782,7.62465649889313,0.00372473251787072,3.29290076428244,0.4651,0.068,0.1143,0.1729,0.0062,4e-04,0.106,0.0107,"2015"
"1061",1,"Delaware State University","R2","DE",0.6719038817,0.3691345151,8.77007873025984,0.00496156547632653,3.53582677688976,0.1104,0.7472,0.0578,0.0092,0.0024,0.0011,0.0176,0.0073,"2015"
"1062",1,"Florida International University","R1","FL",0.6020436042,0.4073797058,7.62465649889313,0.0050270477,3.29290076428244,0.0945,0.1234,0.6675,0.0252,9e-04,0.0012,0.0555,0.0075,"2015"
"1063",1,"Florida State University","R1","FL",0.572892623,0.2695098039,7.62465649889313,0.0022158619,3.29290076428244,0.6438,0.0802,0.1913,0.0239,0.0022,0.0015,0.0122,0.0136,"2015"
"1064",1,"University of South Florida-Main Campus","R1","FL",0.5994209102,0.3510871052,7.62465649889313,0.0056020646,3.29290076428244,0.5137,0.1068,0.2078,0.0636,0.0018,0.0024,0.0519,0.0141,"2015"
"1065",1,"University of Hawaii at Manoa","R1","HI",0.5893681043,0.33804963,7.62465649889313,0.0036108325,3.29290076428244,0.1745,0.0138,0.1026,0.3986,0.0017,0.0303,0.0264,0.0017,"2015"
"1066",2,"Mercer University","R2","GA",0.6412995105,0.2799218368,8.77007873025984,0.00496156547632653,3.53582677688976,0.4763,0.3086,0.0492,0.0577,0.0037,0.0018,0.0312,0.0461,"2015"
"1067",1,"Georgia Southern University","R2","GA",0.5166182232,0.2489327641,8.77007873025984,0.0024011121,3.53582677688976,0.6236,0.2633,0.0482,0.016,0.0045,0.0012,0.0142,0.0102,"2015"
"1068",1,"Oregon State University","R1","OR",0.5085191418,0.3081499775,7.62465649889313,0.0044173328,3.29290076428244,0.6661,0.013,0.087,0.0717,0.006,0.003,0.0617,0.0243,"2015"
"1069",1,"University of Memphis","R2","TN",0.6098162874,0.3648258025,8.77007873025984,0.0037016726,3.53582677688976,0.5019,0.3746,0.0431,0.0283,0.0023,0.0014,0.0094,0.0032,"2015"
"1070",2,"Baylor University","R2","TX",0.5983224604,0.1879717555,8.77007873025984,0.0027958993,3.53582677688976,0.6408,0.0684,0.1419,0.0622,0.0037,4e-04,0.0318,0.003,"2015"
"1071",1,"Texas A & M University-Kingsville","R2","TX",0.5684007707,0.4776019612,8.77007873025984,0.0069364162,3.53582677688976,0.1773,0.0742,0.6993,0.008,0.0011,0.0011,0.0279,0.0057,"2015"
"1072",1,"The University of Texas at Austin","R1","TX",0.5455007626,0.2577431232,7.62465649889313,0.00372473251787072,3.29290076428244,0.4427,0.0418,0.2227,0.1995,0.0016,0.0015,0.048,0.0067,"2015"
"1073",1,"Texas Tech University","R1","TX",0.4797775984,0.3042261675,7.62465649889313,0.0043045467,3.29290076428244,0.6004,0.0612,0.2301,0.025,0.0032,0.0014,0.0462,0.0056,"2015"
"1074",2,"California Institute of Technology","R1","CA",0.3928571429,0.257929520377949,7.62465649889313,0.00372473251787072,3.29290076428244,0.2737,0.015,0.1189,0.4535,0.001,0,0.0829,0.002,"2015"
"1075",1,"University of California-Santa Cruz","R1","CA",0.5486683576,0.3636693256,7.62465649889313,0.00372473251787072,3.29290076428244,0.3301,0.0195,0.3116,0.2106,0.001,0.0023,0.0355,0.0161,"2015"
"1076",2,"Florida Institute of Technology","R2","FL",0.5594760759,0.4234724743,8.77007873025984,0.0173750334,3.53582677688976,0.419,0.0605,0.072,0.0238,0.0021,0.0039,0.3301,0.0651,"2015"
"1077",2,"Clark Atlanta University","R2","GA",0.7631578947,0.315852205,8.77007873025984,0.00496156547632653,3.53582677688976,4e-04,0.8366,0.004,0.0018,0.0011,0,0.0241,0.1321,"2015"
"1078",2,"Northwestern University","R1","IL",0.5282555283,0.131405378,7.62465649889313,0.00372473251787072,3.29290076428244,0.5037,0.0599,0.1151,0.174,3e-04,0,0.0827,0.0184,"2015"
"1079",1,"University of Illinois at Urbana-Champaign","R1","IL",0.477574938,0.233871933,7.62465649889313,0.0021410863,3.29290076428244,0.4816,0.0551,0.0962,0.1734,6e-04,7e-04,0.1576,0.0059,"2015"
"1080",1,"Indiana University-Bloomington","R1","IN",0.5299843014,0.2169842134,7.62465649889313,0.0010465725,3.29290076428244,0.7119,0.0422,0.0515,0.0436,0.0013,5e-04,0.1093,0.0038,"2015"
"1081",1,"Louisiana State University and Agricultural & Mechanical College","R1","LA",0.5588992816,0.2688156359,7.62465649889313,0.0027111292,3.29290076428244,0.7288,0.1197,0.06,0.0417,0.0033,0.0013,0.0183,0.0039,"2015"
"1082",1,"Louisiana Tech University","R2","LA",0.4696569921,0.2953661125,8.77007873025984,0.00496156547632653,3.53582677688976,0.6844,0.1393,0.0392,0.0105,0.0033,8e-04,0.0278,0.0692,"2015"
"1083",2,"Hampton University","R2","VA",0.6719546742,0.199144777,8.77007873025984,0.00496156547632653,3.53582677688976,0.0191,0.9521,0.0109,0.0032,0.0015,3e-04,0.0123,0,"2015"
"1084",1,"University of Washington-Seattle Campus","R1","WA",0.562587467,0.314334617,7.62465649889313,0.0048981496,3.29290076428244,0.4245,0.0254,0.0734,0.2387,0.0044,0.0047,0.1507,0.0119,"2015"
"1085",1,"Marshall University","R2","WV",0.5692307692,0.3765524093,8.77007873025984,0.0027554535,3.53582677688976,0.8436,0.0685,0.0215,0.0077,0.0031,0.0011,0.0148,0.0128,"2015"
"1086",1,"West Virginia University","R1","WV",0.4907910043,0.3104759947,7.62465649889313,0.0027142303,3.29290076428244,0.8062,0.0455,0.0363,0.0148,0.0012,8e-04,0.0575,0.0033,"2015"
"1087",1,"The University of Alabama","R1","AL",0.6023028327,0.2271955876,7.62465649889313,0.0031587528,3.29290076428244,0.7807,0.1092,0.0399,0.0113,0.0035,9e-04,0.0245,0.0029,"2015"
"1088",1,"University of Alaska Fairbanks","R2","AK",0.5853542558,0.3982730707,8.77007873025984,0.0166428911,3.53582677688976,0.4208,0.0208,0.0582,0.0136,0.136,0.0041,0.0114,0.2912,"2015"
"1089",1,"University of South Alabama","R2","AL",0.6062205467,0.3402523403,8.77007873025984,0.0026390198,3.53582677688976,0.5896,0.2432,0.0279,0.0324,0.0067,0.0013,0.0507,0.0203,"2015"
"1090",1,"University of Arkansas","R1","AR",0.5483656657,0.2617018304,7.62465649889313,0.0026574542,3.29290076428244,0.7722,0.0479,0.076,0.0248,0.0112,8e-04,0.0301,0.0042,"2015"
"1091",1,"University of California-Riverside","R1","CA",0.5500561027,0.4401709402,7.62465649889313,0.00372473251787072,3.29290076428244,0.1321,0.0418,0.3627,0.3665,0.0015,0.0039,0.0405,0.0104,"2015"
"1092",1,"University of California-Davis","R1","CA",0.6201193855,0.3888637392,7.62465649889313,0.0027399941,3.29290076428244,0.2832,0.0222,0.1872,0.3215,0.0018,0.0049,0.1122,0.0147,"2015"
"1093",1,"Clemson University","R1","SC",0.4898634671,0.1722375985,7.62465649889313,0.00372473251787072,3.29290076428244,0.8346,0.0661,0.0321,0.0221,0.0017,6e-04,0.0071,0.0099,"2015"
"1094",1,"East Tennessee State University","R2","TN",0.563943662,0.3670555109,8.77007873025984,0.0030046948,3.53582677688976,0.8215,0.068,0.0228,0.0138,0.0024,7e-04,0.0312,0.012,"2015"
"1095",1,"Tennessee State University","R2","TN",0.6505531506,0.3695232847,8.77007873025984,0.0043290043,3.53582677688976,0.1355,0.7043,0.0125,0.0091,0.0017,0,0.1059,0.005,"2015"
"1096",2,"Texas Christian University","R2","TX",0.610866373,0.1969151671,8.77007873025984,0.0048947626,3.53582677688976,0.7349,0.049,0.1113,0.0259,0.0076,0.0025,0.0472,0.0185,"2015"
"1097",1,"The University of Texas Rio Grande Valley","R2","TX",0.5792349727,0.5343633458,8.77007873025984,0.0041530055,3.53582677688976,0.0288,0.0054,0.9101,0.0131,4e-04,6e-04,0.027,0.0121,"2015"
"1098",2,"Brigham Young University-Provo","R2","UT",0.4837354459,0.1113948681,8.77007873025984,0.0046813108,3.53582677688976,0.8327,0.0048,0.0567,0.0186,0.0034,0.0062,0.0304,0.0113,"2015"
"1099",2,"Marquette University","R2","WI",0.5875502008,0.1807178631,8.77007873025984,0.00496156547632653,3.53582677688976,0.7269,0.0414,0.0986,0.0551,0.0023,7e-04,0.0357,0.0021,"2015"
"1100",2,"University of New England","R2","ME",0.7334337349,0.22890625,8.77007873025984,0.00496156547632653,3.53582677688976,0.7952,0.0132,9e-04,0.0291,0.004,9e-04,0.0035,0.1427,"2015"
"1101",2,"Clark University","R2","MA",0.6459096459,0.1905370844,8.77007873025984,0.00496156547632653,3.53582677688976,0.5667,0.0425,0.0674,0.0716,0.0017,9e-04,0.1506,0.0794,"2015"
"1102",2,"Harvard University","R1","MA",0.4944961897,0.2247292419,7.62465649889313,0.00372473251787072,3.29290076428244,0.4399,0.0644,0.1023,0.1851,0.0025,5e-04,0.1107,0.0325,"2015"
