"","control","university","r_status","state","female","first_gen","poverty_rate","veteran","unemp_rate","white","black","hispanic","asian","indigenous","nhpi","nra","unknown","year"
"1103",2,"Worcester Polytechnic Institute","R2","MA",0.3477951636,0.1429618768,8.77007873025984,0.00496156547632653,3.53582677688976,0.6294,0.0232,0.0843,0.0457,0.0024,0,0.1226,0.0625,"2015"
"1104",1,"University of Massachusetts-Dartmouth","R2","MA",0.4928922909,0.357814871,8.77007873025984,0.0054674686,3.53582677688976,0.6384,0.1399,0.0845,0.038,0.0024,3e-04,0.0133,0.0485,"2015"
"1105",2,"The New School","R2","NY",0.7071984436,0.1945606695,8.77007873025984,0.00496156547632653,3.53582677688976,0.3272,0.0589,0.1174,0.0946,7e-04,0.001,0.3241,0.0401,"2015"
"1106",1,"Stony Brook University","R1","NY",0.5013425999,0.3434790303,7.62465649889313,0.00372473251787072,3.29290076428244,0.3621,0.0663,0.1111,0.2371,0.0014,0.0013,0.13,0.067,"2015"
"1107",2,"Wake Forest University","R2","NC",0.5244186047,0.1358760429,8.77007873025984,0.00496156547632653,3.53582677688976,0.7211,0.0637,0.0658,0.0452,0.0014,6e-04,0.0744,0.0014,"2015"
"1108",1,"University of Cincinnati-Main Campus","R1","OH",0.5594369135,0.3231051247,7.62465649889313,0.0065544466,3.29290076428244,0.7476,0.0735,0.0293,0.0315,0.0017,0.0011,0.044,0.0446,"2015"
"1109",1,"University of California-Merced","R2","CA",0.5244277417,0.533481153,8.77007873025984,0.00496156547632653,3.53582677688976,0.1275,0.0481,0.4847,0.2309,0.0022,0.0074,0.0529,0.0079,"2015"
"1110",2,"Clarkson University","R2","NY",0.3052486188,0.143772242,8.77007873025984,0.00496156547632653,3.53582677688976,0.8367,0.0187,0.0428,0.0295,0.0032,3e-04,0.026,0.0206,"2015"
"1111",1,"CUNY City College","R2","NY",0.5200418264,0.4567901235,8.77007873025984,0.0059254096,3.53582677688976,0.1497,0.1642,0.3511,0.2505,0.0012,0.0032,0.0614,0,"2015"
"1112",2,"Fordham University","R2","NY",0.5953585242,0.1858630483,8.77007873025984,0.00496156547632653,3.53582677688976,0.5928,0.0434,0.1432,0.095,0.001,0.0013,0.0696,0.0216,"2015"
"1113",2,"Rensselaer Polytechnic Institute","R1","NY",0.3294117647,0.1306504961,7.62465649889313,0.00372473251787072,3.29290076428244,0.5907,0.0308,0.0813,0.1012,0.0014,2e-04,0.1062,0.0187,"2015"
"1114",1,"East Carolina University","R2","NC",0.5915940543,0.2739591301,8.77007873025984,0.0027678114,3.53582677688976,0.6868,0.16,0.0631,0.0283,0.0066,0.0013,0.004,0.0195,"2015"
"1115",2,"Case Western Reserve University","R1","OH",0.4552912223,0.1118587048,7.62465649889313,0.00372473251787072,3.29290076428244,0.5164,0.047,0.0599,0.2008,6e-04,6e-04,0.1062,0.024,"2015"
"1116",1,"North Dakota State University-Main Campus","R2","ND",0.4926616422,0.1728369384,8.77007873025984,0.0085283618,3.53582677688976,0.8647,0.0261,0.0179,0.0134,0.0075,6e-04,0.03,0.0157,"2015"
"1117",1,"Wayne State University","R1","MI",0.5840833119,0.368719841,7.62465649889313,0.0042427359,3.29290076428244,0.5691,0.1917,0.0469,0.0824,0.003,0.0013,0.024,0.0484,"2015"
"1118",1,"University of Nebraska-Lincoln","R1","NE",0.5128345167,0.2155989658,7.62465649889313,0.00372473251787072,3.29290076428244,0.7709,0.0265,0.0539,0.0244,0.0019,7e-04,0.0761,0.0174,"2015"
"1119",1,"University of New Hampshire-Main Campus","R1","NH",0.5559647718,0.1783291977,7.62465649889313,0.0035228183,3.29290076428244,0.8076,0.013,0.0332,0.0216,0.002,2e-04,0.0233,0.0822,"2015"
"1120",1,"Arizona State University-Tempe","R1","AZ",0.541674436,0.3698972185,7.62465649889313,0.0073253243,3.29290076428244,0.523,0.0382,0.1891,0.0693,0.0124,0.0023,0.1163,0.009,"2015"
"1121",2,"Princeton University","R1","NJ",0.4700460829,0.2459546926,7.62465649889313,0.00372473251787072,3.29290076428244,0.4454,0.076,0.093,0.215,0.0011,0.0015,0.1144,0.015,"2015"
"1122",1,"Rutgers University-Camden","R2","NJ",0.5494939911,0.3259254961,8.77007873025984,0.0049019608,3.53582677688976,0.5484,0.1615,0.1294,0.0928,2e-04,0.0014,0.0104,0.018,"2015"
"1123",2,"Seton Hall University","R2","NJ",0.5587091757,0.2710163112,8.77007873025984,0.00496156547632653,3.53582677688976,0.5079,0.0993,0.1901,0.0944,0.0017,0.0024,0.0256,0.0505,"2015"
"1124",2,"Stevens Institute of Technology","R2","NJ",0.2938894277,0.1815446339,8.77007873025984,0.00496156547632653,3.53582677688976,0.66,0.0186,0.09,0.1045,0.001,0,0.0426,0.0832,"2015"
"1125",1,"Oklahoma State University-Main Campus","R1","OK",0.5148013503,0.2849284928,7.62465649889313,0.0050636198,3.29290076428244,0.6964,0.0491,0.063,0.0174,0.0484,0.0012,0.0327,0.0036,"2015"
"1126",2,"University of Pennsylvania","R1","PA",0.5836408364,0.1773209123,7.62465649889313,0.0104551046,3.29290076428244,0.4495,0.0721,0.1022,0.192,9e-04,4e-04,0.1114,0.0292,"2015"
"1127",1,"Utah State University","R2","UT",0.5541044776,0.2802269751,8.77007873025984,0.0043532338,3.53582677688976,0.8057,0.0096,0.0592,0.0103,0.0195,0.0035,0.0168,0.0558,"2015"
"1128",1,"Old Dominion University","R2","VA",0.59110971,0.3298555377,8.77007873025984,0.0048339639,3.53582677688976,0.4664,0.2713,0.0725,0.0432,0.0038,0.0039,0.0142,0.0602,"2015"
"1129",1,"North Carolina A & T State University","R2","NC",0.5530074432,0.2929739284,8.77007873025984,0.00496156547632653,3.53582677688976,0.0467,0.8396,0.0281,0.0076,0.0032,2e-04,0.0151,0.024,"2015"
"1130",1,"Bowling Green State University-Main Campus","R2","OH",0.5975836431,0.3113496933,8.77007873025984,0.0030536378,3.53582677688976,0.7753,0.0983,0.0412,0.0069,0.0023,6e-04,0.0188,0.0222,"2015"
"1131",1,"Kent State University at Kent","R2","OH",0.633559166,0.3813960054,8.77007873025984,0.0067092021,3.53582677688976,0.7478,0.088,0.0318,0.0137,0.0019,6e-04,0.0567,0.027,"2015"
"1132",2,"Azusa Pacific University","R2","CA",0.7079870729,0.3591983556,8.77007873025984,0.0039242844,3.53582677688976,0.4375,0.049,0.2907,0.0892,0.0012,0.0127,0.0221,0.0173,"2015"
"1133",2,"Chapman University","R2","CA",0.6232445521,0.1670847968,8.77007873025984,0.00496156547632653,3.53582677688976,0.584,0.014,0.1436,0.1035,0.0027,0.004,0.0412,0.0443,"2015"
"1134",1,"University of California-Berkeley","R1","CA",0.5463463715,0.3287978679,7.62465649889313,0.0028927179,3.29290076428244,0.2689,0.0212,0.1409,0.3527,0.0016,0.0026,0.1371,0.0277,"2015"
"1135",1,"University of California-Los Angeles","R1","CA",0.5938414942,0.3554660529,7.62465649889313,0.0031297325,3.29290076428244,0.2714,0.0299,0.2063,0.2937,0.0016,0.003,0.1265,0.0191,"2015"
"1136",1,"University of Colorado Denver/Anschutz Medical Campus","R1","CO",0.5688987272,0.3572013093,7.62465649889313,0.0071942446,3.29290076428244,0.5063,0.0497,0.1889,0.0998,0.0031,0.0012,0.0796,0.0247,"2015"
"1137",1,"University of Kentucky","R1","KY",0.5556784661,0.2417469493,7.62465649889313,0.0024582104,3.29290076428244,0.7622,0.0757,0.0421,0.0249,0.0018,0.0011,0.0302,0.0278,"2015"
"1138",1,"Michigan Technological University","R2","MI",0.2765752766,0.1732009926,8.77007873025984,0.00496156547632653,3.53582677688976,0.8609,0.0108,0.0185,0.0105,0.0037,5e-04,0.0421,0.0254,"2015"
"1139",1,"New Jersey Institute of Technology","R1","NJ",0.1898864809,0.3375478927,7.62465649889313,0.0034399725,3.29290076428244,0.3348,0.0857,0.221,0.2214,6e-04,6e-04,0.0443,0.0604,"2015"
"1140",1,"University of New Mexico-Main Campus","R1","NM",0.5704378429,0.4067405355,7.62465649889313,0.0037263223,3.29290076428244,0.354,0.0245,0.4651,0.0342,0.0568,0.0018,0.0146,0.0146,"2015"
"1141",2,"Nova Southeastern University","R2","FL",0.7219644238,0.3665791776,8.77007873025984,0.0092807425,3.53582677688976,0.3143,0.1752,0.3185,0.0865,0.0028,0.0015,0.053,0.0329,"2015"
"1142",1,"University of Idaho","R2","ID",0.5032582938,0.3030589719,8.77007873025984,0.0032582938,3.53582677688976,0.7585,0.0146,0.1006,0.013,0.0061,0.0024,0.0487,0.0176,"2015"
"1143",1,"Wichita State University","R2","KS",0.5956392468,0.3558027923,8.77007873025984,0.0073339941,3.53582677688976,0.6292,0.0564,0.1063,0.0718,0.0074,8e-04,0.0644,0.0265,"2015"
"1144",2,"Tulane University of Louisiana","R1","LA",0.6243176179,0.2007280291,7.62465649889313,0.00372473251787072,3.29290076428244,0.6956,0.0869,0.0648,0.0323,0.0023,0.0013,0.0328,0.0492,"2015"
"1145",1,"University of Louisiana at Lafayette","R2","LA",0.6157801703,0.3807671911,8.77007873025984,0.0027318014,3.53582677688976,0.6687,0.2158,0.037,0.0215,0.0044,7e-04,0.0209,0.0113,"2015"
"1146",1,"University of Maryland-Baltimore County","R2","MD",0.4905849862,0.2698585419,8.77007873025984,0.0032638715,3.53582677688976,0.4357,0.1718,0.0598,0.2044,0.0014,0.0019,0.0425,0.044,"2015"
"1147",1,"University of Maryland Eastern Shore","R2","MD",0.5705705706,0.3974069899,8.77007873025984,0.00496156547632653,3.53582677688976,0.0957,0.7478,0.0277,0.0106,0.0011,6e-04,0.0286,0.0084,"2015"
"1148",2,"Johns Hopkins University","R1","MD",0.5381995134,0.1172932331,7.62465649889313,0.00372473251787072,3.29290076428244,0.4128,0.0594,0.1257,0.2221,0.0015,0.001,0.1042,0.0258,"2015"
"1149",2,"Illinois Institute of Technology","R2","IL",0.2832369942,0.3137254902,8.77007873025984,0.00496156547632653,3.53582677688976,0.3257,0.0585,0.1553,0.13,0.0034,0.0014,0.2648,0.0428,"2015"
"1150",1,"Southern Illinois University-Carbondale","R2","IL",0.4930321256,0.3334408255,8.77007873025984,0.0077746809,3.53582677688976,0.6371,0.1919,0.0849,0.0161,0.0022,9e-04,0.0358,5e-04,"2015"
"1151",1,"University of Iowa","R1","IA",0.549022082,0.2210120866,7.62465649889313,0.00372473251787072,3.29290076428244,0.673,0.0332,0.0746,0.0361,0.0014,0.001,0.1153,0.0396,"2015"
"1152",2,"Emory University","R1","GA",0.6369346734,0.1703898379,7.62465649889313,0.00372473251787072,3.29290076428244,0.4058,0.0928,0.0805,0.191,0.0016,1e-04,0.1666,0.0316,"2015"
"1153",1,"Georgia Institute of Technology-Main Campus","R1","GA",0.3605442177,0.1421353991,7.62465649889313,0.00372473251787072,3.29290076428244,0.5082,0.0667,0.066,0.1917,6e-04,6e-04,0.1063,0.0236,"2015"
"1154",1,"Boise State University","R2","ID",0.5703633191,0.3442986194,8.77007873025984,0.0041250198,3.53582677688976,0.7368,0.0172,0.1109,0.0197,0.0051,0.0042,0.0479,0.0182,"2015"
"1155",1,"University of Massachusetts-Boston","R2","MA",0.5720331511,0.4282421957,8.77007873025984,0.0096984659,3.53582677688976,0.3623,0.1579,0.1354,0.1226,0.0018,2e-04,0.1239,0.0695,"2015"
"1156",2,"Boston University","R1","MA",0.6491303414,0.1693891251,7.62465649889313,0.00372473251787072,3.29290076428244,0.4304,0.0377,0.1079,0.1356,7e-04,0.0013,0.2049,0.0456,"2015"
"1157",2,"Brandeis University","R1","MA",0.5715859031,0.1534025375,7.62465649889313,0.00372473251787072,3.29290076428244,0.4693,0.0526,0.0715,0.1307,6e-04,3e-04,0.2003,0.049,"2015"
"1158",1,"Central Michigan University","R2","MI",0.5820561188,0.2884568053,8.77007873025984,0.0036547984,3.53582677688976,0.7876,0.0792,0.0383,0.0104,0.0067,5e-04,0.0198,0.0281,"2015"
"1159",1,"Eastern Michigan University","R2","MI",0.6079123094,0.3526272578,8.77007873025984,0.0032757969,3.53582677688976,0.6501,0.1971,0.0467,0.0243,0.0027,7e-04,0.0218,0.0174,"2015"
"1160",2,"Tufts University","R1","MA",0.4872037915,0.1478174603,7.62465649889313,0.00372473251787072,3.29290076428244,0.5817,0.0386,0.0623,0.1129,4e-04,2e-04,0.0924,0.0674,"2015"
"1161",2,"Northeastern University","R1","MA",0.5590721873,0.1805111821,7.62465649889313,0.003902016,3.29290076428244,0.4787,0.0369,0.0689,0.1206,7e-04,1e-04,0.199,0.0562,"2015"
"1162",1,"Auburn University","R1","AL",0.5156579873,0.176757636,7.62465649889313,0.0035186488,3.29290076428244,0.842,0.0671,0.0323,0.025,0.0063,1e-04,0.0131,0.0085,"2015"
"1163",1,"Arkansas State University-Main Campus","R2","AR",0.6011950655,0.394301278,8.77007873025984,0.0028912876,3.53582677688976,0.7431,0.1375,0.0249,0.0073,0.0037,7e-04,0.0559,0.0071,"2015"
"1164",1,"University of Arkansas at Little Rock","R2","AR",0.637709773,0.3994513032,8.77007873025984,0.0069101678,3.53582677688976,0.5158,0.2679,0.0731,0.0229,0.0028,0,0.024,0.0046,"2015"
"1165",1,"University of California-Santa Barbara","R1","CA",0.5593268279,0.4133922724,7.62465649889313,0.00372473251787072,3.29290076428244,0.3454,0.0219,0.257,0.192,0.0013,0.0013,0.0706,0.0266,"2015"
"1166",1,"Colorado School of Mines","R2","CO",0.2631578947,0.1719745223,8.77007873025984,0.00496156547632653,3.53582677688976,0.7471,0.0104,0.0693,0.0488,0.0013,7e-04,0.0589,0.0088,"2015"
"1167",1,"Colorado State University-Fort Collins","R1","CO",0.5402917264,0.2344922461,7.62465649889313,0.006097561,3.29290076428244,0.7365,0.0239,0.1111,0.0249,0.0066,0.0017,0.0331,0.0418,"2015"
"1168",1,"Arizona State University-Skysong","R2","AZ",0.541674436,0.3698972185,8.77007873025984,0.0073253243,3.53582677688976,0.6391,0.0703,0.1815,0.0355,0.0113,0.0048,0.0011,0.0145,"2015"
"1169",2,"University of Tulsa","R2","OK",0.5006451613,0.2061994609,8.77007873025984,0.00496156547632653,3.53582677688976,0.5577,0.0461,0.0484,0.0391,0.0313,0.0012,0.2577,0.0125,"2015"
"1170",2,"Villanova University","R2","PA",0.5739214736,0.1306532663,8.77007873025984,0.00496156547632653,3.53582677688976,0.7444,0.0508,0.0777,0.0742,4e-04,3e-04,0.0168,0.0135,"2015"
"1171",1,"Texas A & M University-Corpus Christi","R2","TX",0.6293238994,0.3948684497,8.77007873025984,0.0039308176,3.53582677688976,0.3793,0.0654,0.4795,0.0243,0.0025,3e-04,0.0287,0.0104,"2015"
"1172",1,"University of Houston","R1","TX",0.5177618646,0.3951540776,7.62465649889313,0.0047739399,3.29290076428244,0.2571,0.1049,0.3218,0.2224,0.0015,0.0023,0.0461,0.0099,"2015"
"1173",2,"Rice University","R1","TX",0.4403669725,0.1378378378,7.62465649889313,0.00372473251787072,3.29290076428244,0.3707,0.0652,0.1405,0.2408,0.001,5e-04,0.1217,0.015,"2015"
"1174",1,"The University of Texas at Dallas","R1","TX",0.4759669849,0.3082882883,7.62465649889313,0.005664347,3.29290076428244,0.3744,0.0609,0.1796,0.2879,0.0019,0.0024,0.033,0.0174,"2015"
"1175",1,"The University of Texas at San Antonio","R2","TX",0.542488556,0.3875,8.77007873025984,0.0038285476,3.53582677688976,0.2498,0.0908,0.53,0.0559,0.0017,0.0017,0.033,0.0073,"2015"
"1176",1,"University of Vermont","R2","VT",0.5844229676,0.1266081871,8.77007873025984,0.00496156547632653,3.53582677688976,0.8191,0.0122,0.0419,0.0261,0.0014,3e-04,0.0421,0.0253,"2015"
"1177",1,"University of Southern Mississippi","R1","MS",0.647805819,0.3241969274,7.62465649889313,0.0030541714,3.29290076428244,0.6091,0.3031,0.0314,0.0121,0.0037,9e-04,0.0108,0.0078,"2015"
"1178",1,"University of Missouri-Kansas City","R2","MO",0.6010050251,0.3286885246,8.77007873025984,0.0072864322,3.53582677688976,0.5764,0.1469,0.0802,0.0707,0.0029,0.001,0.0438,0.0374,"2015"
"1179",1,"Rowan University","R2","NJ",0.4812143072,0.3516894087,8.77007873025984,0.003606853,3.53582677688976,0.6887,0.0994,0.1004,0.0398,0.0018,0.0012,0.0089,0.0336,"2015"
"1180",2,"Cornell University","R1","NY",0.5307086614,0.1437908497,7.62465649889313,0.00372473251787072,3.29290076428244,0.4093,0.0606,0.1213,0.1809,0.0037,9e-04,0.0967,0.0819,"2015"
"1181",2,"Yeshiva University","R2","NY",0.4956395349,0.1059701493,8.77007873025984,0.00496156547632653,3.53582677688976,0.9456,0,0.0029,0,4e-04,0,0.0456,0.004,"2015"
"1182",1,"University at Buffalo","R1","NY",0.4379643388,0.2829801777,7.62465649889313,0.0038385339,3.29290076428244,0.477,0.0733,0.064,0.1427,0.0022,0.001,0.1621,0.0536,"2015"
"1183",1,"University of North Carolina Wilmington","R2","NC",0.6374025032,0.2415966387,8.77007873025984,0.0068927988,3.53582677688976,0.7812,0.0489,0.0671,0.0221,0.0052,9e-04,0.0054,0.0344,"2015"
"1184",1,"University of North Carolina at Greensboro","R2","NC",0.6805009823,0.3076403888,8.77007873025984,0.0023330059,3.53582677688976,0.5238,0.2779,0.0771,0.0486,0.0034,0.0013,0.0189,0.0047,"2015"
"1185",1,"Miami University-Oxford","R2","OH",0.5316050568,0.2433978133,8.77007873025984,0.0049607937,3.53582677688976,0.7745,0.0302,0.0393,0.0212,0.0021,1e-04,0.0958,0.0043,"2015"
"1186",1,"Cleveland State University","R2","OH",0.5847916989,0.3998972427,8.77007873025984,0.0086727582,3.53582677688976,0.6376,0.1739,0.0516,0.0311,0.0027,0.0015,0.0528,0.0172,"2015"
"1187",1,"University of Toledo","R2","OH",0.5193776113,0.3408636853,8.77007873025984,0.0037458579,3.53582677688976,0.6909,0.1197,0.0451,0.0231,0.0023,7e-04,0.0629,0.0276,"2015"
"1188",1,"Ohio University-Main Campus","R2","OH",0.6370629851,0.3540666376,8.77007873025984,0.0067999176,3.53582677688976,0.8348,0.05,0.0275,0.0088,0.0014,9e-04,0.0295,0.0127,"2015"
"1189",1,"Wright State University-Main Campus","R2","OH",0.5550544323,0.3586195398,8.77007873025984,0.0059097978,3.53582677688976,0.7211,0.1231,0.0328,0.0248,0.0018,0.0012,0.0519,0.0023,"2015"
"1190",1,"University of Oregon","R1","OR",0.5734231275,0.2744651,7.62465649889313,0.0036136662,3.29290076428244,0.5971,0.0196,0.101,0.0559,0.0049,0.0044,0.1406,0.01,"2015"
"1191",1,"Portland State University","R2","OR",0.5865374704,0.3880392604,8.77007873025984,0.0064941759,3.53582677688976,0.5885,0.035,0.1193,0.0814,0.014,0.007,0.0542,0.0426,"2015"
"1192",2,"Drexel University","R1","PA",0.5517405818,0.2876151484,7.62465649889313,0.0041328883,3.29290076428244,0.5426,0.066,0.058,0.1414,0.0012,0.0063,0.1328,0.0222,"2015"
"1193",1,"Pennsylvania State University-Main Campus","R1","PA",0.4980602315,0.2936737429,7.62465649889313,0.0052275118,3.29290076428244,0.6861,0.0419,0.0595,0.0616,7e-04,0.001,0.1066,0.0166,"2015"
"1194",1,"Tennessee Technological University","R2","TN",0.4859448204,0.3751390434,8.77007873025984,0.0031233732,3.53582677688976,0.814,0.037,0.0268,0.0155,0.0011,4e-04,0.0719,0.0038,"2015"
"1195",1,"University of Wyoming","R2","WY",0.5375985446,0.2704865557,8.77007873025984,0.0069739236,3.53582677688976,0.7625,0.0101,0.069,0.0126,0.0061,0.0024,0.0396,0.0667,"2015"
"1196",1,"University of Wisconsin-Madison","R1","WI",0.5257307534,0.1652560608,7.62465649889313,0.0023329216,3.29290076428244,0.762,0.0208,0.0475,0.0553,0.0021,0.0013,0.0787,0.0027,"2015"
"1197",1,"University of Puerto Rico-Rio Piedras","R2","PR",0.607966457,0.1445701357,8.77007873025984,0.00496156547632653,3.53582677688976,0.0087,0.001,0.8539,8e-04,0.0015,0,0,0.1304,"2015"
"1198",2,"Stanford University","R1","CA",0.4789473684,0.2717023675,7.62465649889313,0.00372473251787072,3.29290076428244,0.3737,0.0608,0.1533,0.2047,0.0102,0.0031,0.0875,0.003,"2015"
"1199",1,"William & Mary","R2","VA",0.5853658537,0.1151135474,8.77007873025984,0.00496156547632653,3.53582677688976,0.5906,0.0746,0.0882,0.0807,0.0014,0,0.0565,0.0636,"2015"
"1200",1,"University of Utah","R1","UT",0.4917726253,0.2772511848,7.62465649889313,0.0056095737,3.29290076428244,0.7,0.0137,0.1113,0.0553,0.005,0.0062,0.0553,0.0111,"2015"
"1201",1,"Virginia Polytechnic Institute and State University","R1","VA",0.4524325105,0.1729334527,7.62465649889313,0.00372473251787072,3.29290076428244,0.6774,0.0376,0.0548,0.0934,0.0015,0.001,0.0576,0.0321,"2015"
"1202",1,"University of Rhode Island","R2","RI",0.5672962396,0.2495002726,8.77007873025984,0.0030627871,3.53582677688976,0.7066,0.0522,0.0932,0.0326,0.0022,3e-04,0.0142,0.0704,"2015"
"1203",1,"University of South Dakota","R2","SD",0.6300930382,0.2556237219,8.77007873025984,0.0048123195,3.53582677688976,0.854,0.0264,0.0338,0.0118,0.0171,0.0011,0.0187,0.0048,"2015"
"1204",1,"University of Oklahoma-Norman Campus","R1","OK",0.550859397,0.2808229464,7.62465649889313,0.0054945055,3.29290076428244,0.6183,0.0488,0.0907,0.06,0.0393,0.0013,0.0447,0.0222,"2015"
"1205",2,"Carnegie Mellon University","R1","PA",0.45382794,0.0889967638,7.62465649889313,0.00372473251787072,3.29290076428244,0.3171,0.0468,0.081,0.2835,0.001,2e-04,0.1784,0.0495,"2015"
"1206",2,"Duquesne University","R2","PA",0.6529182879,0.1864061864,8.77007873025984,0.00496156547632653,3.53582677688976,0.8141,0.0475,0.0316,0.0219,5e-04,8e-04,0.0427,0.0101,"2015"
"1207",2,"Lehigh University","R2","PA",0.4434180139,0.1794258373,8.77007873025984,0.00496156547632653,3.53582677688976,0.6563,0.0356,0.0859,0.0857,0.0014,4e-04,0.0827,0.0269,"2015"
"1208",1,"The University of Tennessee-Knoxville","R1","TN",0.5207217695,0.2458516349,7.62465649889313,0.0019790454,3.29290076428244,0.7897,0.0698,0.0339,0.0318,0.0023,4e-04,0.0149,0.0279,"2015"
"1209",1,"Rutgers University-Newark","R2","NJ",0.5494939911,0.3259254961,8.77007873025984,0.0049019608,3.53582677688976,0.246,0.1898,0.2711,0.2089,8e-04,0.0037,0.0388,0.0172,"2015"
