"","control","instnm","ccbasic","stabbr","npt4_pub","npt4_priv","costt4_a","grad_debt_mdn","avgfacsal","unemp_rate","year"
"294",1,"University of California-Santa Cruz",15,"CA",17699,NA,35982,NA,14426,NA,"2018"
"295",2,"Florida Institute of Technology",16,"FL",NA,31900,58508,NA,9694,NA,"2018"
"296",2,"Clark Atlanta University",16,"GA",NA,33276,37382,NA,7467,NA,"2018"
"297",2,"Northwestern University",15,"IL",NA,24840,72960,NA,17189,NA,"2018"
"298",1,"University of Illinois at Urbana-Champaign",15,"IL",17302,NA,30082,NA,12525,NA,"2018"
"299",1,"Indiana University-Bloomington",15,"IN",13428,NA,24326,NA,10467,NA,"2018"
"300",1,"Louisiana State University and Agricultural & Mechanical College",15,"LA",15428,NA,28539,NA,10192,NA,"2018"
"301",1,"Louisiana Tech University",16,"LA",9839,NA,20098,NA,7893,NA,"2018"
"302",2,"Hampton University",16,"VA",NA,28568,40521,NA,7186,NA,"2018"
"303",1,"University of Washington-Seattle Campus",15,"WA",12001,NA,25275,NA,13086,NA,"2018"
"304",1,"Marshall University",16,"WV",8894,NA,19016,NA,7651,NA,"2018"
"305",1,"West Virginia University",15,"WV",12539,NA,21278,NA,10123,NA,"2018"
"306",1,"The University of Alabama",15,"AL",22232,NA,29424,NA,10225,NA,"2018"
"307",1,"University of Alaska Fairbanks",16,"AK",11297,NA,18510,NA,9584,NA,"2018"
"308",1,"University of South Alabama",16,"AL",14871,NA,19835,NA,7239,NA,"2018"
"309",1,"University of Arkansas",15,"AR",15642,NA,22750,NA,9866,NA,"2018"
"310",1,"University of California-Riverside",15,"CA",12743,NA,32843,NA,13408,NA,"2018"
"311",2,"Claremont Graduate University",16,"CA",NA,NA,NA,NA,13883,NA,"2018"
"312",1,"University of California-Davis",15,"CA",14729,NA,35252,NA,14603,NA,"2018"
"313",1,"Clemson University",15,"SC",18252,NA,29499,NA,10218,NA,"2018"
"314",1,"East Tennessee State University",16,"TN",11206,NA,19897,NA,7304,NA,"2018"
"315",1,"Tennessee State University",16,"TN",10427,NA,20148,NA,7364,NA,"2018"
"316",2,"Texas Christian University",16,"TX",NA,37513,62669,NA,11766,NA,"2018"
"317",1,"The University of Texas Rio Grande Valley",16,"TX",4166,NA,13534,NA,6192,NA,"2018"
"318",2,"Brigham Young University-Provo",16,"UT",NA,13181,18136,NA,10974,NA,"2018"
"319",2,"Marquette University",16,"WI",NA,29693,54851,NA,9938,NA,"2018"
"320",2,"University of New England",16,"ME",NA,33729,53663,NA,8888,NA,"2018"
"321",2,"Clark University",16,"MA",NA,28455,54760,NA,10859,NA,"2018"
"322",2,"Harvard University",15,"MA",NA,15561,71135,NA,20484,NA,"2018"
"323",2,"Worcester Polytechnic Institute",16,"MA",NA,41390,64730,NA,12477,NA,"2018"
"324",1,"University of Massachusetts-Dartmouth",16,"MA",19516,NA,27142,NA,10873,NA,"2018"
"325",2,"The New School",16,"NY",NA,42812,67295,NA,11585,NA,"2018"
"326",1,"Stony Brook University",15,"NY",14893,NA,24718,NA,12058,NA,"2018"
"327",2,"Wake Forest University",16,"NC",NA,32129,69090,NA,11666,NA,"2018"
"328",1,"University of Cincinnati-Main Campus",15,"OH",22682,NA,27097,NA,9936,NA,"2018"
"329",1,"University of California-Merced",16,"CA",12253,NA,34517,NA,11225,NA,"2018"
"330",2,"Clarkson University",16,"NY",NA,30485,65899,NA,10833,NA,"2018"
"331",1,"CUNY City College",16,"NY",3744,NA,14430,NA,12469,NA,"2018"
"332",2,"Fordham University",16,"NY",NA,36301,67393,NA,13782,NA,"2018"
"333",2,"Rensselaer Polytechnic Institute",15,"NY",NA,36159,70132,NA,12554,NA,"2018"
"334",1,"East Carolina University",16,"NC",16506,NA,21950,NA,8629,NA,"2018"
"335",2,"Case Western Reserve University",15,"OH",NA,32938,67083,NA,11878,NA,"2018"
"336",1,"North Dakota State University-Main Campus",16,"ND",16062,NA,20733,NA,9107,NA,"2018"
"337",1,"Wayne State University",15,"MI",14226,NA,23848,NA,10622,NA,"2018"
"338",1,"University of Nebraska-Lincoln",15,"NE",18086,NA,23936,NA,10936,NA,"2018"
"339",1,"University of New Hampshire-Main Campus",15,"NH",22909,NA,32469,NA,11893,NA,"2018"
"340",1,"Arizona State University-Tempe",15,"AZ",11644,NA,25621,NA,11451,NA,"2018"
"341",2,"Princeton University",15,"NJ",NA,9749,66950,NA,20185,NA,"2018"
"342",1,"Rutgers University-Camden",16,"NJ",13293,NA,26097,NA,11354,NA,"2018"
"343",2,"Seton Hall University",16,"NJ",NA,28903,54967,NA,9807,NA,"2018"
"344",2,"Stevens Institute of Technology",16,"NJ",NA,37598,66642,NA,13258,NA,"2018"
"345",1,"Oklahoma State University-Main Campus",15,"OK",14878,NA,23446,NA,9060,NA,"2018"
"346",2,"University of Pennsylvania",15,"PA",NA,25033,72584,NA,17887,NA,"2018"
"347",1,"Utah State University",16,"UT",13150,NA,18531,NA,9214,NA,"2018"
"348",1,"Old Dominion University",16,"VA",15680,NA,23993,NA,8428,NA,"2018"
"349",1,"North Carolina A & T State University",16,"NC",10046,NA,17639,NA,8722,NA,"2018"
"350",1,"Air Force Institute of Technology-Graduate School of Engineering & Management",16,"OH",NA,NA,NA,NA,NA,NA,"2018"
"351",1,"Bowling Green State University-Main Campus",16,"OH",18456,NA,23804,NA,9101,NA,"2018"
"352",1,"Kent State University at Kent",16,"OH",17807,NA,23751,NA,9143,NA,"2018"
"353",2,"Azusa Pacific University",16,"CA",NA,25451,51578,NA,9160,NA,"2018"
"354",2,"Chapman University",16,"CA",NA,40251,69018,NA,11826,NA,"2018"
"355",1,"University of California-Berkeley",15,"CA",14846,NA,36739,NA,17125,NA,"2018"
"356",1,"University of California-Los Angeles",15,"CA",14171,NA,33654,NA,18392,NA,"2018"
"357",1,"University of Colorado Denver/Anschutz Medical Campus",15,"CO",15446,NA,22243,NA,10640,NA,"2018"
"358",1,"University of Kentucky",15,"KY",18523,NA,28711,NA,10688,NA,"2018"
"359",1,"Michigan Technological University",16,"MI",15348,NA,28176,NA,10344,NA,"2018"
"360",1,"New Jersey Institute of Technology",15,"NJ",18696,NA,30562,NA,12544,NA,"2018"
"361",1,"University of New Mexico-Main Campus",15,"NM",14329,NA,19235,NA,9057,NA,"2018"
"362",2,"Nova Southeastern University",16,"FL",NA,25816,47432,NA,10230,NA,"2018"
"363",1,"University of Idaho",16,"ID",14502,NA,20937,NA,9346,NA,"2018"
"364",1,"Wichita State University",16,"KS",14876,NA,20038,NA,7873,NA,"2018"
"365",2,"Tulane University of Louisiana",15,"LA",NA,35132,69517,NA,11783,NA,"2018"
"366",1,"University of Louisiana at Lafayette",16,"LA",11228,NA,20807,NA,8337,NA,"2018"
"367",1,"University of Maryland-Baltimore County",16,"MD",18706,NA,24522,NA,9869,NA,"2018"
"368",1,"University of Maryland Eastern Shore",16,"MD",17745,NA,24376,NA,8202,NA,"2018"
"369",2,"Johns Hopkins University",15,"MD",NA,30701,69863,NA,13332,NA,"2018"
"370",2,"Illinois Institute of Technology",16,"IL",NA,21917,60112,NA,12396,NA,"2018"
"371",1,"Southern Illinois University-Carbondale",16,"IL",16843,NA,27945,NA,7652,NA,"2018"
"372",1,"University of Iowa",15,"IA",15893,NA,22607,NA,10160,NA,"2018"
"373",2,"Emory University",15,"GA",NA,24593,66950,NA,14486,NA,"2018"
"374",1,"Georgia Institute of Technology-Main Campus",15,"GA",14927,NA,28501,NA,12727,NA,"2018"
"375",1,"Boise State University",16,"ID",15020,NA,19573,NA,8091,NA,"2018"
"376",1,"University of Massachusetts-Boston",16,"MA",13369,NA,23356,NA,10730,NA,"2018"
"377",2,"Boston University",15,"MA",NA,30729,70216,NA,14136,NA,"2018"
"378",2,"Brandeis University",15,"MA",NA,37688,70848,NA,13176,NA,"2018"
"379",1,"Central Michigan University",16,"MI",15677,NA,23890,NA,9350,NA,"2018"
"380",1,"Eastern Michigan University",16,"MI",15394,NA,23662,NA,9744,NA,"2018"
"381",2,"Tufts University",15,"MA",NA,31485,70567,NA,12396,NA,"2018"
"382",2,"Northeastern University",15,"MA",NA,31855,67894,NA,13158,NA,"2018"
"383",1,"Auburn University",15,"AL",23696,NA,31282,NA,10428,NA,"2018"
"384",1,"Arkansas State University-Main Campus",16,"AR",13605,NA,21375,NA,6902,NA,"2018"
"385",1,"University of Arkansas at Little Rock",16,"AR",12102,NA,21301,NA,7623,NA,"2018"
"386",1,"University of California-Santa Barbara",15,"CA",16236,NA,35987,NA,15994,NA,"2018"
"387",1,"Colorado School of Mines",16,"CO",25781,NA,33038,NA,12065,NA,"2018"
"388",1,"Colorado State University-Fort Collins",15,"CO",19800,NA,26861,NA,10039,NA,"2018"
"389",1,"Arizona State University-Skysong",16,"AZ",14094,NA,24636,NA,8939,NA,"2018"
"390",2,"University of Tulsa",16,"OK",NA,22817,56906,NA,10564,NA,"2018"
"391",2,"Villanova University",16,"PA",NA,40134,68057,NA,11165,NA,"2018"
"392",1,"Texas A & M University-Corpus Christi",16,"TX",15253,NA,20220,NA,8252,NA,"2018"
"393",1,"University of Houston",15,"TX",16161,NA,24923,NA,11900,NA,"2018"
"394",2,"Rice University",15,"TX",NA,20879,63158,NA,15985,NA,"2018"
"395",1,"The University of Texas at Dallas",15,"TX",14336,NA,24429,NA,12652,NA,"2018"
"396",1,"The University of Texas at San Antonio",16,"TX",13849,NA,20823,NA,9062,NA,"2018"
"397",1,"University of Vermont",16,"VT",18980,NA,32825,NA,10205,NA,"2018"
"398",1,"University of Southern Mississippi",15,"MS",14126,NA,22281,NA,7711,NA,"2018"
"399",1,"University of Missouri-Kansas City",16,"MO",14273,NA,20934,NA,9041,NA,"2018"
"400",1,"Rowan University",16,"NJ",25529,NA,31180,NA,8693,NA,"2018"
"401",2,"Cornell University",15,"NY",NA,30494,70301,NA,15156,NA,"2018"
"402",2,"Yeshiva University",16,"NY",NA,36414,60525,NA,12178,NA,"2018"
"403",2,"Teachers College at Columbia University",16,"NY",NA,NA,NA,NA,14573,NA,"2018"
"404",1,"University at Buffalo",15,"NY",17090,NA,24568,NA,10636,NA,"2018"
"405",1,"University of North Carolina Wilmington",16,"NC",18910,NA,24098,NA,8442,NA,"2018"
"406",1,"University of North Carolina at Greensboro",16,"NC",12158,NA,19779,NA,8757,NA,"2018"
"407",1,"Miami University-Oxford",16,"OH",21758,NA,31811,NA,9534,NA,"2018"
"408",1,"Cleveland State University",16,"OH",15124,NA,22415,NA,9548,NA,"2018"
"409",1,"University of Toledo",16,"OH",16374,NA,23625,NA,8943,NA,"2018"
"410",1,"Ohio University-Main Campus",16,"OH",22453,NA,27705,NA,9082,NA,"2018"
"411",1,"Wright State University-Main Campus",16,"OH",15530,NA,20652,NA,9531,NA,"2018"
"412",1,"University of Oregon",15,"OR",16355,NA,25126,NA,10385,NA,"2018"
"413",1,"Portland State University",16,"OR",13856,NA,21159,NA,9650,NA,"2018"
"414",2,"Drexel University",15,"PA",NA,33631,66841,NA,11064,NA,"2018"
"415",1,"Pennsylvania State University-Main Campus",15,"PA",30996,NA,36048,NA,11139,NA,"2018"
"416",1,"Tennessee Technological University",16,"TN",16321,NA,24898,NA,8176,NA,"2018"
"417",1,"University of Wyoming",16,"WY",13379,NA,19777,NA,9846,NA,"2018"
"418",1,"University of Wisconsin-Madison",15,"WI",18219,NA,25497,NA,12350,NA,"2018"
"419",1,"University of Puerto Rico-Rio Piedras",16,"PR",5719,NA,11299,NA,7118,NA,"2018"
"420",3,"Ponce Health Sciences University",16,"PR",NA,NA,32615,NA,4149,NA,"2018"
"421",2,"Stanford University",15,"CA",NA,12265,69109,NA,20279,NA,"2018"
"422",1,"William & Mary",16,"VA",16383,NA,37386,NA,11141,NA,"2018"
"423",1,"University of Utah",15,"UT",14364,NA,20422,NA,10727,NA,"2018"
"424",1,"Virginia Polytechnic Institute and State University",15,"VA",20964,NA,26240,NA,11660,NA,"2018"
"425",1,"University of Rhode Island",16,"RI",20334,NA,29018,NA,9488,NA,"2018"
"426",1,"University of South Dakota",16,"SD",18075,NA,21622,NA,7895,NA,"2018"
"427",1,"University of Oklahoma-Norman Campus",15,"OK",20780,NA,28306,NA,9806,NA,"2018"
"428",2,"Carnegie Mellon University",15,"PA",NA,32674,70060,NA,12165,NA,"2018"
"429",2,"Duquesne University",16,"PA",NA,29622,51678,NA,9376,NA,"2018"
"430",2,"Lehigh University",16,"PA",NA,30832,65652,NA,13517,NA,"2018"
"431",1,"The University of Tennessee-Knoxville",15,"TN",19142,NA,30930,NA,11076,NA,"2018"
"432",1,"Rutgers University-Newark",16,"NJ",12888,NA,25083,NA,13647,NA,"2018"
"433",1,"New Mexico State University-Main Campus",16,"NM",7867,NA,17885,NA,8707,NA,"2018"
"434",2,"Columbia University in the City of New York",15,"NY",NA,22637,74435,NA,18763,NA,"2018"
"435",2,"Rochester Institute of Technology",16,"NY",NA,30068,54334,NA,10453,NA,"2018"
"436",2,"Rockefeller University",16,"NY",NA,NA,NA,NA,20057,NA,"2018"
"437",1,"Binghamton University",15,"NY",18958,NA,25846,NA,9779,NA,"2018"
"438",2,"Vanderbilt University",15,"TN",NA,20253,67392,NA,13877,NA,"2018"
"439",2,"Southern Methodist University",16,"TX",NA,36575,71875,NA,12829,NA,"2018"
"440",1,"The University of Texas at Arlington",15,"TX",12410,NA,21633,NA,9243,NA,"2018"
"441",1,"Texas State University",16,"TX",15629,NA,22322,NA,8000,NA,"2018"
"442",1,"University of North Texas",15,"TX",13609,NA,22827,NA,9978,NA,"2018"
"443",1,"George Mason University",15,"VA",20321,NA,25871,NA,10953,NA,"2018"
"444",1,"Washington State University",15,"WA",15768,NA,25267,NA,9888,NA,"2018"
"445",1,"Kansas State University",15,"KS",18450,NA,23724,NA,9106,NA,"2018"
"446",1,"University of Louisville",15,"KY",16692,NA,26140,NA,8724,NA,"2018"
"447",1,"University of Maine",16,"ME",16388,NA,23547,NA,9486,NA,"2018"
"448",1,"University of Maryland-College Park",15,"MD",18457,NA,25919,NA,13045,NA,"2018"
"449",1,"Morgan State University",16,"MD",16991,NA,24084,NA,8742,NA,"2018"
"450",1,"University of Massachusetts-Amherst",15,"MA",21396,NA,30013,NA,12254,NA,"2018"
"451",2,"Massachusetts Institute of Technology",15,"MA",NA,18278,67430,NA,18852,NA,"2018"
"452",1,"Ohio State University-Main Campus",15,"OH",17704,NA,26555,NA,12390,NA,"2018"
"453",1,"University of Pittsburgh-Pittsburgh Campus",15,"PA",28758,NA,33155,NA,10856,NA,"2018"
"454",1,"University of Colorado Colorado Springs",16,"CO",15812,NA,21737,NA,8322,NA,"2018"
"455",1,"University of Connecticut",15,"CT",21588,NA,30687,NA,11874,NA,"2018"
"456",1,"University of Central Florida",15,"FL",12733,NA,21034,NA,10506,NA,"2018"
"457",1,"Florida Agricultural and Mechanical University",16,"FL",15341,NA,22716,NA,8011,NA,"2018"
"458",1,"Florida Atlantic University",16,"FL",9768,NA,19559,NA,9178,NA,"2018"
"459",1,"University of Delaware",15,"DE",16127,NA,25584,NA,12904,NA,"2018"
"460",2,"American University",16,"DC",NA,34617,64040,NA,12045,NA,"2018"
"461",2,"The Catholic University of America",16,"DC",NA,34972,61627,NA,9748,NA,"2018"
"462",2,"Gallaudet University",16,"DC",NA,15157,37188,NA,10333,NA,"2018"
"463",2,"George Washington University",15,"DC",NA,33734,69204,NA,14659,NA,"2018"
"464",1,"Montclair State University",16,"NJ",19949,NA,27606,NA,10177,NA,"2018"
"465",1,"Rutgers University-New Brunswick",15,"NJ",20623,NA,29877,NA,11843,NA,"2018"
"466",1,"CUNY Graduate School and University Center",15,"NY",NA,NA,NA,NA,15498,NA,"2018"
"467",1,"Temple University",15,"PA",23536,NA,31880,NA,11070,NA,"2018"
"468",2,"Thomas Jefferson University",16,"PA",NA,25743,56855,NA,8243,NA,"2018"
"469",2,"Brown University",15,"RI",NA,31685,71050,NA,15579,NA,"2018"
"470",1,"University of South Carolina-Columbia",15,"SC",19219,NA,26841,NA,10744,NA,"2018"
"471",1,"South Dakota State University",16,"SD",19503,NA,22609,NA,8255,NA,"2018"
"472",1,"University of Missouri-Columbia",15,"MO",18480,NA,26259,NA,9636,NA,"2018"
"473",2,"Saint Louis University",16,"MO",NA,27861,56344,NA,10385,NA,"2018"
"474",1,"University of Missouri-St Louis",16,"MO",10880,NA,22810,NA,8675,NA,"2018"
"475",1,"The University of Montana",16,"MT",15353,NA,19110,NA,7817,NA,"2018"
"476",2,"Dartmouth College",15,"NH",NA,31449,71827,NA,15278,NA,"2018"
"477",1,"North Carolina State University at Raleigh",15,"NC",16404,NA,23600,NA,10964,NA,"2018"
"478",2,"Duke University",15,"NC",NA,23442,72466,NA,16170,NA,"2018"
"479",1,"Kennesaw State University",16,"GA",17688,NA,23824,NA,7167,NA,"2018"
"480",2,"Howard University",16,"DC",NA,39792,43201,NA,9521,NA,"2018"
"481",2,"Georgetown University",15,"DC",NA,30169,71580,NA,15382,NA,"2018"
"482",2,"University of Miami",15,"FL",NA,30841,65298,NA,12367,NA,"2018"
"483",1,"Idaho State University",16,"ID",16679,NA,19858,NA,7391,NA,"2018"
"484",2,"DePaul University",16,"IL",NA,28410,54439,NA,10916,NA,"2018"
"485",2,"University of Chicago",15,"IL",NA,26160,75735,NA,18469,NA,"2018"
"486",1,"University of Illinois at Chicago",15,"IL",13301,NA,25260,NA,11151,NA,"2018"
"487",1,"Ball State University",16,"IN",15020,NA,23783,NA,7514,NA,"2018"
"488",1,"Georgia State University",15,"GA",14519,NA,23951,NA,8780,NA,"2018"
"489",1,"University of Georgia",15,"GA",13971,NA,26252,NA,11177,NA,"2018"
"490",1,"Northern Illinois University",16,"IL",23140,NA,32244,NA,8301,NA,"2018"
"491",1,"Illinois State University",16,"IL",21301,NA,28929,NA,8268,NA,"2018"
"492",2,"University of Notre Dame",15,"IN",NA,32096,69395,NA,14355,NA,"2018"
"493",1,"Iowa State University",15,"IA",15140,NA,20476,NA,11173,NA,"2018"
"494",1,"University of California-San Diego",15,"CA",13318,NA,31891,NA,16373,NA,"2018"
"495",1,"San Diego State University",16,"CA",15287,NA,22990,NA,10903,NA,"2018"
"496",2,"University of San Diego",16,"CA",NA,32576,64732,NA,12284,NA,"2018"
"497",2,"University of Denver",16,"CO",NA,28991,64513,NA,10796,NA,"2018"
"498",1,"University of Florida",15,"FL",8057,NA,21034,NA,11608,NA,"2018"
"499",2,"Loyola University Chicago",16,"IL",NA,34024,57297,NA,10639,NA,"2018"
"500",1,"University of New Orleans",16,"LA",10541,NA,19331,NA,7979,NA,"2018"
"501",1,"University of Minnesota-Twin Cities",15,"MN",17479,NA,26443,NA,11927,NA,"2018"
"502",1,"Western Michigan University",16,"MI",19119,NA,24825,NA,9972,NA,"2018"
"503",1,"University of Massachusetts-Lowell",16,"MA",18882,NA,28201,NA,11606,NA,"2018"
"504",1,"University of Michigan-Ann Arbor",15,"MI",16010,NA,29407,NA,11622,NA,"2018"
"505",1,"Michigan State University",15,"MI",18984,NA,28194,NA,11802,NA,"2018"
"506",1,"Jackson State University",16,"MS",13492,NA,22356,NA,7260,NA,"2018"
"507",1,"Mississippi State University",15,"MS",16830,NA,24275,NA,8789,NA,"2018"
"508",1,"University of Nevada-Reno",15,"NV",14122,NA,21792,NA,10193,NA,"2018"
"509",2,"University of Rochester",15,"NY",NA,29373,70108,NA,12762,NA,"2018"
"510",2,"New York University",15,"NY",NA,42397,69830,NA,14056,NA,"2018"
"511",2,"Syracuse University",15,"NY",NA,34472,65295,NA,11808,NA,"2018"
"512",1,"SUNY at Albany",15,"NY",17298,NA,25238,NA,9678,NA,"2018"
"513",1,"SUNY College of Environmental Science and Forestry",16,"NY",19341,NA,26736,NA,8738,NA,"2018"
"514",1,"University of North Carolina at Chapel Hill",15,"NC",13918,NA,25527,NA,12841,NA,"2018"
"515",1,"University of North Carolina at Charlotte",16,"NC",16943,NA,22346,NA,9622,NA,"2018"
"516",1,"Arizona State University-Downtown Phoenix",16,"AZ",11741,NA,25851,NA,9177,NA,"2018"
"517",1,"University of Akron Main Campus",16,"OH",17124,NA,23417,NA,9837,NA,"2018"
"518",1,"University of North Dakota",16,"ND",15970,NA,20611,NA,8377,NA,"2018"
"519",1,"Texas A & M University-College Station",15,"TX",18944,NA,28314,NA,11879,NA,"2018"
"520",1,"The University of Texas at El Paso",15,"TX",9032,NA,16927,NA,9055,NA,"2018"
"521",1,"Texas Southern University",16,"TX",19950,NA,24004,NA,7598,NA,"2018"
"522",1,"Virginia Commonwealth University",15,"VA",21313,NA,30452,NA,9306,NA,"2018"
"523",1,"University of Virginia-Main Campus",15,"VA",20281,NA,32213,NA,14278,NA,"2018"
"524",1,"University of Wisconsin-Milwaukee",15,"WI",17661,NA,22226,NA,8540,NA,"2018"
"525",1,"Purdue University-Main Campus",15,"IN",12527,NA,22430,NA,12418,NA,"2018"
"526",1,"University of Arizona",15,"AZ",14553,NA,26712,NA,11147,NA,"2018"
"527",1,"Northern Arizona University",16,"AZ",14326,NA,26748,NA,8207,NA,"2018"
"528",1,"University of California-Irvine",15,"CA",14604,NA,32985,NA,15447,NA,"2018"
"529",2,"Loyola Marymount University",16,"CA",NA,39898,64484,NA,11733,NA,"2018"
"530",2,"University of Dayton",16,"OH",NA,31187,57680,NA,8877,NA,"2018"
"531",1,"University of Alabama in Huntsville",16,"AL",20909,NA,23441,NA,9442,NA,"2018"
"532",1,"University of Alabama at Birmingham",15,"AL",17005,NA,24347,NA,10717,NA,"2018"
"533",1,"Indiana University-Purdue University-Indianapolis",16,"IN",12021,NA,20352,22343,8512,NA,"2017"
"534",1,"University of Kansas",15,"KS",18814,NA,24824,21105,10156,NA,"2017"
"535",2,"Boston College",15,"MA",NA,34550,68039,16939,15323,NA,"2017"
"536",1,"Oakland University",16,"MI",12779,NA,21262,25000,9452,NA,"2017"
"537",1,"University of Mississippi",15,"MS",13929,NA,23606,19500,9217,NA,"2017"
"538",1,"Missouri University of Science and Technology",16,"MO",14473,NA,22045,24750,10628,NA,"2017"
"539",2,"Washington University in St Louis",15,"MO",NA,28540,69754,16075,14960,NA,"2017"
"540",1,"Montana State University",15,"MT",17754,NA,19980,23500,8875,NA,"2017"
"541",1,"University of Nebraska at Omaha",16,"NE",13173,NA,17935,20250,8377,NA,"2017"
"542",1,"University of Nevada-Las Vegas",15,"NV",10555,NA,16964,18750,10778,NA,"2017"
"543",1,"University of Colorado Boulder",15,"CO",20706,NA,29215,19500,11684,NA,"2017"
"544",2,"University of Southern California",15,"CA",NA,30232,69547,19500,14712,NA,"2017"
"545",2,"Yale University",15,"CT",NA,18627,68950,13000,19093,NA,"2017"
"546",1,"Delaware State University",16,"DE",13014,NA,21318,27000,8272,NA,"2017"
"547",1,"Florida International University",15,"FL",12503,NA,19055,18000,10514,NA,"2017"
"548",1,"Florida State University",15,"FL",14582,NA,22426,19973,11108,NA,"2017"
"549",1,"University of South Florida-Main Campus",15,"FL",11700,NA,19868,18750,10168,NA,"2017"
"550",1,"University of Hawaii at Manoa",15,"HI",15296,NA,23007,19450,12163,NA,"2017"
"551",2,"Mercer University",16,"GA",NA,20812,49848,25000,8639,NA,"2017"
"552",1,"Georgia Southern University",16,"GA",16548,NA,22467,23250,6684,NA,"2017"
"553",1,"Oregon State University",15,"OR",20493,NA,26121,22500,9910,NA,"2017"
"554",1,"University of Memphis",16,"TN",13921,NA,22201,25000,8934,NA,"2017"
"555",2,"Baylor University",16,"TX",NA,34898,59063,24250,9968,NA,"2017"
"556",1,"Texas A & M University-Kingsville",16,"TX",13188,NA,21006,22532,7914,NA,"2017"
"557",1,"The University of Texas at Austin",15,"TX",16960,NA,24933,20000,12940,NA,"2017"
"558",1,"Texas Tech University",15,"TX",17134,NA,22615,21500,9228,NA,"2017"
"559",2,"California Institute of Technology",15,"CA",NA,23345,65874,8700,19993,NA,"2017"
"560",1,"University of California-Santa Cruz",15,"CA",17884,NA,35315,19000,14426,NA,"2017"
"561",2,"Florida Institute of Technology",16,"FL",NA,31592,57119,27000,9694,NA,"2017"
"562",2,"Clark Atlanta University",16,"GA",NA,33496,37761,28500,7467,NA,"2017"
"563",2,"Northwestern University",15,"IL",NA,24047,70317,15000,17189,NA,"2017"
"564",1,"University of Illinois at Urbana-Champaign",15,"IL",18377,NA,30064,19000,12525,NA,"2017"
"565",1,"Indiana University-Bloomington",15,"IN",14351,NA,24739,20500,10467,NA,"2017"
"566",1,"Louisiana State University and Agricultural & Mechanical College",15,"LA",18181,NA,27612,20250,10192,NA,"2017"
"567",1,"Louisiana Tech University",16,"LA",10774,NA,19225,20876,7893,NA,"2017"
"568",2,"Hampton University",16,"VA",NA,26458,38849,26000,7186,NA,"2017"
"569",1,"University of Washington-Seattle Campus",15,"WA",12037,NA,24498,15000,13086,NA,"2017"
"570",1,"Marshall University",16,"WV",9484,NA,18315,23500,7651,NA,"2017"
"571",1,"West Virginia University",15,"WV",11825,NA,20702,23872,10123,NA,"2017"
"572",1,"The University of Alabama",15,"AL",21973,NA,28836,23250,10225,NA,"2017"
"573",1,"University of Alaska Fairbanks",16,"AK",9988,NA,17168,19407,9584,NA,"2017"
"574",1,"University of South Alabama",16,"AL",15082,NA,19702,25000,7239,NA,"2017"
"575",1,"University of Arkansas",15,"AR",16069,NA,22122,21500,9866,NA,"2017"
"576",1,"University of California-Riverside",15,"CA",12344,NA,32308,19000,13408,NA,"2017"
"577",2,"Claremont Graduate University",16,"CA",NA,NA,NA,NA,13883,NA,"2017"
"578",1,"University of California-Davis",15,"CA",15769,NA,34428,13000,14603,NA,"2017"
"579",1,"Clemson University",15,"SC",17696,NA,28545,21500,10218,NA,"2017"
"580",1,"East Tennessee State University",16,"TN",14218,NA,21904,20785,7304,NA,"2017"
"581",1,"Tennessee State University",16,"TN",11083,NA,19058,28017,7364,NA,"2017"
"582",2,"Texas Christian University",16,"TX",NA,35429,60135,21000,11766,NA,"2017"
"583",1,"The University of Texas Rio Grande Valley",16,"TX",3901,NA,13401,11661,6192,NA,"2017"
"584",2,"Brigham Young University-Provo",16,"UT",NA,12974,17801,12100,10974,NA,"2017"
"585",2,"Marquette University",16,"WI",NA,29120,52916,24623,9938,NA,"2017"
"586",2,"University of New England",16,"ME",NA,33183,52449,25989,8888,NA,"2017"
"587",2,"Clark University",16,"MA",NA,27004,53086,26000,10859,NA,"2017"
"588",2,"Harvard University",15,"MA",NA,14327,66900,13875,20484,NA,"2017"
"589",2,"Worcester Polytechnic Institute",16,"MA",NA,40376,62522,27000,12477,NA,"2017"
"590",1,"University of Massachusetts-Dartmouth",16,"MA",18899,NA,26536,25763,10873,NA,"2017"
"591",2,"The New School",16,"NY",NA,40819,64523,24250,11585,NA,"2017"
"592",1,"Stony Brook University",15,"NY",13770,NA,23915,19000,12058,NA,"2017"
"593",2,"Wake Forest University",16,"NC",NA,33382,66440,19490,11666,NA,"2017"
"594",1,"University of Cincinnati-Main Campus",15,"OH",23498,NA,27499,21750,9936,NA,"2017"
"595",1,"University of California-Merced",16,"CA",13226,NA,34331,19000,11225,NA,"2017"
"596",2,"Clarkson University",16,"NY",NA,30563,63747,26125,10833,NA,"2017"
"597",1,"CUNY City College",16,"NY",2540,NA,13698,12500,12469,NA,"2017"
"598",2,"Fordham University",16,"NY",NA,35694,65105,25815,13782,NA,"2017"
"599",2,"Rensselaer Polytechnic Institute",15,"NY",NA,34839,68244,25500,12554,NA,"2017"
"600",1,"East Carolina University",16,"NC",15415,NA,21102,24250,8629,NA,"2017"
"601",2,"Case Western Reserve University",15,"OH",NA,35316,63216,23250,11878,NA,"2017"
"602",1,"North Dakota State University-Main Campus",16,"ND",15265,NA,19874,22652,9107,NA,"2017"
"603",1,"Wayne State University",15,"MI",12970,NA,22771,22500,10622,NA,"2017"
